Source,Target,Weight
Blattodea (Horbylunde_2005) (Horbylunde_2005),Ericales (Horbylunde_2005) (Horbylunde_2005),1
Blattodea (Isen_Bjerg_2005) (Isen_Bjerg_2005),Ericales (Isen_Bjerg_2005) (Isen_Bjerg_2005),2
Blattodea (Menorca) (Menorca),Lamiales (Menorca) (Menorca),1
Blattodea (Skov_Olesen_2004) (Skov_Olesen_2004),Asterales (Skov_Olesen_2004) (Skov_Olesen_2004),1
Blattodea (SonDoblons) (SonDoblons),Malvales (SonDoblons) (SonDoblons),2
Coleoptera (AloeVera) (AloeVera),Apiales (AloeVera) (AloeVera),96
Coleoptera (AloeVera) (AloeVera),Asparagales (AloeVera) (AloeVera),8
Coleoptera (AloeVera) (AloeVera),Asterales (AloeVera) (AloeVera),41
Coleoptera (AloeVera) (AloeVera),Gentianales (AloeVera) (AloeVera),1
Coleoptera (AloeVera) (AloeVera),Lamiales (AloeVera) (AloeVera),2
Coleoptera (AloeVera) (AloeVera),Malvales (AloeVera) (AloeVera),158
Coleoptera (Anafi) (Anafi),Asterales (Anafi) (Anafi),1
Coleoptera (Aznalcazar) (Aznalcazar),Malvales (Aznalcazar) (Aznalcazar),2
Coleoptera (Bílá Hora) (Bílá Hora),Fabales (Bílá Hora) (Bílá Hora),2
Coleoptera (Bílá Hora) (Bílá Hora),Ranunculales (Bílá Hora) (Bílá Hora),14
Coleoptera (Běstvina) (Běstvina),Asterales (Běstvina) (Běstvina),23
Coleoptera (Běstvina) (Běstvina),Dipsacales (Běstvina) (Běstvina),3
Coleoptera (CanRefila) (CanRefila),Asparagales (CanRefila) (CanRefila),38
Coleoptera (CanRefila) (CanRefila),Asterales (CanRefila) (CanRefila),1
Coleoptera (CanRefila) (CanRefila),Malvales (CanRefila) (CanRefila),243
Coleoptera (CanRefila) (CanRefila),Poales (CanRefila) (CanRefila),2
Coleoptera (CanRefila) (CanRefila),Sapindales (CanRefila) (CanRefila),1
Coleoptera (CanVolaVola) (CanVolaVola),Asparagales (CanVolaVola) (CanVolaVola),9
Coleoptera (CanVolaVola) (CanVolaVola),Asterales (CanVolaVola) (CanVolaVola),2
Coleoptera (CanVolaVola) (CanVolaVola),Lamiales (CanVolaVola) (CanVolaVola),3
Coleoptera (CanVolaVola) (CanVolaVola),Malvales (CanVolaVola) (CanVolaVola),111
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Apiales (Cap de Creus Natural Park) (Cap de Creus Natural Park),96
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Asterales (Cap de Creus Natural Park) (Cap de Creus Natural Park),102
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Brassicales (Cap de Creus Natural Park) (Cap de Creus Natural Park),2
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Caryophyllales (Cap de Creus Natural Park) (Cap de Creus Natural Park),110
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Dipsacales (Cap de Creus Natural Park) (Cap de Creus Natural Park),4
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Fabales (Cap de Creus Natural Park) (Cap de Creus Natural Park),5
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Lamiales (Cap de Creus Natural Park) (Cap de Creus Natural Park),2
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Malvales (Cap de Creus Natural Park) (Cap de Creus Natural Park),105
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Sapindales (Cap de Creus Natural Park) (Cap de Creus Natural Park),8
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Saxifragales (Cap de Creus Natural Park) (Cap de Creus Natural Park),4
Coleoptera (Cap de Creus Natural Park) (Cap de Creus Natural Park),Solanales (Cap de Creus Natural Park) (Cap de Creus Natural Park),14
Coleoptera (CarrerBetlem) (CarrerBetlem),Asparagales (CarrerBetlem) (CarrerBetlem),247
Coleoptera (CarrerBetlem) (CarrerBetlem),Lamiales (CarrerBetlem) (CarrerBetlem),1
Coleoptera (CarrerBetlem) (CarrerBetlem),Malvales (CarrerBetlem) (CarrerBetlem),345
Coleoptera (Chios) (Chios),Apiales (Chios) (Chios),758
Coleoptera (Chios) (Chios),Asparagales (Chios) (Chios),14
Coleoptera (Chios) (Chios),Asterales (Chios) (Chios),475
Coleoptera (Chios) (Chios),Fabales (Chios) (Chios),123
Coleoptera (Chios) (Chios),Lamiales (Chios) (Chios),524
Coleoptera (Chios) (Chios),Malpighiales (Chios) (Chios),9
Coleoptera (Chios) (Chios),Malvales (Chios) (Chios),596
Coleoptera (Chios) (Chios),Saxifragales (Chios) (Chios),17
Coleoptera (Cikánka) (Cikánka),Saxifragales (Cikánka) (Cikánka),1
Coleoptera (Coimbra) (Coimbra),Cornales (Coimbra) (Coimbra),8
Coleoptera (Coimbra) (Coimbra),Dipsacales (Coimbra) (Coimbra),2
Coleoptera (Coimbra) (Coimbra),Ericales (Coimbra) (Coimbra),3
Coleoptera (Coimbra) (Coimbra),Fabales (Coimbra) (Coimbra),3
Coleoptera (Coimbra) (Coimbra),Myrtales (Coimbra) (Coimbra),3
Coleoptera (Coimbra) (Coimbra),Rosales (Coimbra) (Coimbra),48
Coleoptera (Convento_de_la_luz) (Convento_de_la_luz),Malvales (Convento_de_la_luz) (Convento_de_la_luz),9
Coleoptera (Côte d'or) (Côte d'or),Apiales (Côte d'or) (Côte d'or),1
Coleoptera (Côte d'or) (Côte d'or),Brassicales (Côte d'or) (Côte d'or),3
Coleoptera (Côte d'or) (Côte d'or),Dipsacales (Côte d'or) (Côte d'or),1
Coleoptera (Côte d'or) (Côte d'or),Fabales (Côte d'or) (Côte d'or),1
Coleoptera (Côte d'or) (Côte d'or),Ranunculales (Côte d'or) (Côte d'or),22
Coleoptera (Côte d'or) (Côte d'or),Rosales (Côte d'or) (Côte d'or),4
Coleoptera (El_pinar) (El_pinar),Malvales (El_pinar) (El_pinar),3
Coleoptera (El_pozo) (El_pozo),Malvales (El_pozo) (El_pozo),3
Coleoptera (Erlenbachova bouda) (Erlenbachova bouda),Asterales (Erlenbachova bouda) (Erlenbachova bouda),3
Coleoptera (Erlenbachova bouda) (Erlenbachova bouda),Caryophyllales (Erlenbachova bouda) (Erlenbachova bouda),1
Coleoptera (Erlenbachova bouda) (Erlenbachova bouda),Ranunculales (Erlenbachova bouda) (Erlenbachova bouda),2
Coleoptera (EsCabanells) (EsCabanells),Apiales (EsCabanells) (EsCabanells),1
Coleoptera (EsCabanells) (EsCabanells),Asparagales (EsCabanells) (EsCabanells),16
Coleoptera (EsCabanells) (EsCabanells),Asterales (EsCabanells) (EsCabanells),21
Coleoptera (EsCabanells) (EsCabanells),Gentianales (EsCabanells) (EsCabanells),3
Coleoptera (EsCabanells) (EsCabanells),Malvales (EsCabanells) (EsCabanells),377
Coleoptera (EsCapdella) (EsCapdella),Apiales (EsCapdella) (EsCapdella),31
Coleoptera (EsCapdella) (EsCapdella),Asparagales (EsCapdella) (EsCapdella),21
Coleoptera (EsCapdella) (EsCapdella),Asterales (EsCapdella) (EsCapdella),117
Coleoptera (EsCapdella) (EsCapdella),Brassicales (EsCapdella) (EsCapdella),6
Coleoptera (EsCapdella) (EsCapdella),Dipsacales (EsCapdella) (EsCapdella),4
Coleoptera (EsCapdella) (EsCapdella),Fabales (EsCapdella) (EsCapdella),12
Coleoptera (EsCapdella) (EsCapdella),Gentianales (EsCapdella) (EsCapdella),1
Coleoptera (EsCapdella) (EsCapdella),Malvales (EsCapdella) (EsCapdella),173
Coleoptera (EsCapdella) (EsCapdella),Oxalidales (EsCapdella) (EsCapdella),5
Coleoptera (EsCapdella) (EsCapdella),Solanales (EsCapdella) (EsCapdella),4
Coleoptera (Esparragal) (Esparragal),Malvales (Esparragal) (Esparragal),2
Coleoptera (Esporles) (Esporles),Asparagales (Esporles) (Esporles),101
Coleoptera (Esporles) (Esporles),Asterales (Esporles) (Esporles),7
Coleoptera (Esporles) (Esporles),Dipsacales (Esporles) (Esporles),4
Coleoptera (Esporles) (Esporles),Fabales (Esporles) (Esporles),2
Coleoptera (Esporles) (Esporles),Lamiales (Esporles) (Esporles),1
Coleoptera (Esporles) (Esporles),Malvales (Esporles) (Esporles),253
Coleoptera (Fajtův kopec) (Fajtův kopec),Apiales (Fajtův kopec) (Fajtův kopec),2
Coleoptera (Fajtův kopec) (Fajtův kopec),Asterales (Fajtův kopec) (Fajtův kopec),811
Coleoptera (Folegandros) (Folegandros),Asterales (Folegandros) (Folegandros),6
Coleoptera (Havranické vřesoviště) (Havranické vřesoviště),Asterales (Havranické vřesoviště) (Havranické vřesoviště),25
Coleoptera (Havranické vřesoviště) (Havranické vřesoviště),Malpighiales (Havranické vřesoviště) (Havranické vřesoviště),2
Coleoptera (Horbylunde_2005) (Horbylunde_2005),Asterales (Horbylunde_2005) (Horbylunde_2005),2
Coleoptera (Horbylunde_2005) (Horbylunde_2005),Ericales (Horbylunde_2005) (Horbylunde_2005),23
Coleoptera (Horbylunde_2005) (Horbylunde_2005),Gentianales (Horbylunde_2005) (Horbylunde_2005),24
Coleoptera (Horbylunde_2005) (Horbylunde_2005),Malpighiales (Horbylunde_2005) (Horbylunde_2005),1
Coleoptera (Horní Bečva) (Horní Bečva),Apiales (Horní Bečva) (Horní Bečva),3
Coleoptera (Horní Bečva) (Horní Bečva),Asterales (Horní Bečva) (Horní Bečva),10
Coleoptera (Isen_Bjerg_2004) (Isen_Bjerg_2004),Asterales (Isen_Bjerg_2004) (Isen_Bjerg_2004),5
Coleoptera (Isen_Bjerg_2004) (Isen_Bjerg_2004),Ericales (Isen_Bjerg_2004) (Isen_Bjerg_2004),7
Coleoptera (Isen_Bjerg_2004) (Isen_Bjerg_2004),Gentianales (Isen_Bjerg_2004) (Isen_Bjerg_2004),4
Coleoptera (Isen_Bjerg_2004) (Isen_Bjerg_2004),Malpighiales (Isen_Bjerg_2004) (Isen_Bjerg_2004),9
Coleoptera (Isen_Bjerg_2004) (Isen_Bjerg_2004),Rosales (Isen_Bjerg_2004) (Isen_Bjerg_2004),1
Coleoptera (Isen_Bjerg_2005) (Isen_Bjerg_2005),Asterales (Isen_Bjerg_2005) (Isen_Bjerg_2005),9
Coleoptera (Isen_Bjerg_2005) (Isen_Bjerg_2005),Ericales (Isen_Bjerg_2005) (Isen_Bjerg_2005),18
Coleoptera (Isen_Bjerg_2005) (Isen_Bjerg_2005),Gentianales (Isen_Bjerg_2005) (Isen_Bjerg_2005),5
Coleoptera (Isen_Bjerg_2005) (Isen_Bjerg_2005),Malpighiales (Isen_Bjerg_2005) (Isen_Bjerg_2005),3
Coleoptera (Isen_Bjerg_2005) (Isen_Bjerg_2005),Rosales (Isen_Bjerg_2005) (Isen_Bjerg_2005),7
Coleoptera (Janské Lázně) (Janské Lázně),Ranunculales (Janské Lázně) (Janské Lázně),3
Coleoptera (K Handrkovu) (K Handrkovu),Dipsacales (K Handrkovu) (K Handrkovu),1
Coleoptera (Kea) (Kea),Apiales (Kea) (Kea),23
Coleoptera (Kea) (Kea),Asterales (Kea) (Kea),112
Coleoptera (Kea) (Kea),Lamiales (Kea) (Kea),11
Coleoptera (Koněprusy) (Koněprusy),Dipsacales (Koněprusy) (Koněprusy),1
Coleoptera (Kythnos) (Kythnos),Apiales (Kythnos) (Kythnos),1
Coleoptera (Kythnos) (Kythnos),Asparagales (Kythnos) (Kythnos),3
Coleoptera (Kythnos) (Kythnos),Asterales (Kythnos) (Kythnos),216
Coleoptera (Kythnos) (Kythnos),Brassicales (Kythnos) (Kythnos),8
Coleoptera (Kythnos) (Kythnos),Lamiales (Kythnos) (Kythnos),15
Coleoptera (Kythnos) (Kythnos),Ranunculales (Kythnos) (Kythnos),1
Coleoptera (Křižanov) (Křižanov),Asterales (Křižanov) (Křižanov),76
Coleoptera (Křižanov) (Křižanov),Dipsacales (Křižanov) (Křižanov),2
Coleoptera (Křižanov) (Křižanov),Ranunculales (Křižanov) (Křižanov),12
Coleoptera (La_cunya) (La_cunya),Malvales (La_cunya) (La_cunya),2
Coleoptera (Las_mulas) (Las_mulas),Malvales (Las_mulas) (Las_mulas),4
Coleoptera (Lesvos) (Lesvos),Asterales (Lesvos) (Lesvos),358
Coleoptera (Lesvos) (Lesvos),Brassicales (Lesvos) (Lesvos),25
Coleoptera (Lesvos) (Lesvos),Fabales (Lesvos) (Lesvos),3
Coleoptera (Lesvos) (Lesvos),Lamiales (Lesvos) (Lesvos),6
Coleoptera (Lesvos) (Lesvos),Ranunculales (Lesvos) (Lesvos),3
Coleoptera (Louka pod Šobesem) (Louka pod Šobesem),Asterales (Louka pod Šobesem) (Louka pod Šobesem),471
Coleoptera (Louka pod Šobesem) (Louka pod Šobesem),Dipsacales (Louka pod Šobesem) (Louka pod Šobesem),6
Coleoptera (Louka pod Šobesem) (Louka pod Šobesem),Fabales (Louka pod Šobesem) (Louka pod Šobesem),4
Coleoptera (Louka pod Šobesem) (Louka pod Šobesem),Malpighiales (Louka pod Šobesem) (Louka pod Šobesem),12
Coleoptera (Menorca) (Menorca),Apiales (Menorca) (Menorca),112
Coleoptera (Menorca) (Menorca),Asparagales (Menorca) (Menorca),15
Coleoptera (Menorca) (Menorca),Asterales (Menorca) (Menorca),646
Coleoptera (Menorca) (Menorca),Boraginales (Menorca) (Menorca),21
Coleoptera (Menorca) (Menorca),Brassicales (Menorca) (Menorca),9
Coleoptera (Menorca) (Menorca),Caryophyllales (Menorca) (Menorca),14
Coleoptera (Menorca) (Menorca),Dipsacales (Menorca) (Menorca),13
Coleoptera (Menorca) (Menorca),Ericales (Menorca) (Menorca),1
Coleoptera (Menorca) (Menorca),Fabales (Menorca) (Menorca),45
Coleoptera (Menorca) (Menorca),Lamiales (Menorca) (Menorca),11
Coleoptera (Menorca) (Menorca),Malpighiales (Menorca) (Menorca),2
Coleoptera (Menorca) (Menorca),Malvales (Menorca) (Menorca),17
Coleoptera (Menorca) (Menorca),Ranunculales (Menorca) (Menorca),10
Coleoptera (Menorca) (Menorca),Rosales (Menorca) (Menorca),98
Coleoptera (Menorca) (Menorca),Solanales (Menorca) (Menorca),15
Coleoptera (Milovická stráň) (Milovická stráň),Gentianales (Milovická stráň) (Milovická stráň),1
Coleoptera (Milíkov) (Milíkov),Ranunculales (Milíkov) (Milíkov),2
Coleoptera (MontiSion) (MontiSion),Asparagales (MontiSion) (MontiSion),49
Coleoptera (MontiSion) (MontiSion),Asterales (MontiSion) (MontiSion),2
Coleoptera (MontiSion) (MontiSion),Gentianales (MontiSion) (MontiSion),1
Coleoptera (MontiSion) (MontiSion),Lamiales (MontiSion) (MontiSion),1
Coleoptera (MontiSion) (MontiSion),Malvales (MontiSion) (MontiSion),139
Coleoptera (Mt. Lesima (Brallo di Pregola)) (Mt. Lesima (Brallo di Pregola)),Asterales (Mt. Lesima (Brallo di Pregola)) (Mt. Lesima (Brallo di Pregola)),1
Coleoptera (Mt. Lesima (Brallo di Pregola)) (Mt. Lesima (Brallo di Pregola)),Dipsacales (Mt. Lesima (Brallo di Pregola)) (Mt. Lesima (Brallo di Pregola)),1
Coleoptera (Mt. Lesima (Brallo di Pregola)) (Mt. Lesima (Brallo di Pregola)),Malpighiales (Mt. Lesima (Brallo di Pregola)) (Mt. Lesima (Brallo di Pregola)),5
Coleoptera (Muro) (Muro),Apiales (Muro) (Muro),225
Coleoptera (Muro) (Muro),Asparagales (Muro) (Muro),52
Coleoptera (Muro) (Muro),Asterales (Muro) (Muro),285
Coleoptera (Muro) (Muro),Dipsacales (Muro) (Muro),33
Coleoptera (Muro) (Muro),Fabales (Muro) (Muro),8
Coleoptera (Muro) (Muro),Lamiales (Muro) (Muro),8
Coleoptera (Muro) (Muro),Malpighiales (Muro) (Muro),10
Coleoptera (Nekoř) (Nekoř),Fabales (Nekoř) (Nekoř),2
Coleoptera (Nesměř) (Nesměř),Apiales (Nesměř) (Nesměř),2
Coleoptera (Niebla) (Niebla),Asterales (Niebla) (Niebla),2
Coleoptera (Niebla) (Niebla),Lamiales (Niebla) (Niebla),3
Coleoptera (Niebla) (Niebla),Malvales (Niebla) (Niebla),3
Coleoptera (Orozko) (Orozko),Apiales (Orozko) (Orozko),1
Coleoptera (Orozko) (Orozko),Lamiales (Orozko) (Orozko),1
Coleoptera (Ostrov nad Ohří) (Ostrov nad Ohří),Ranunculales (Ostrov nad Ohří) (Ostrov nad Ohří),1
Coleoptera (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa) (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Asterales (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa) (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),2
Coleoptera (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa) (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Rosales (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa) (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Coleoptera (Petřín) (Petřín),Apiales (Petřín) (Petřín),2
Coleoptera (Petřín) (Petřín),Asterales (Petřín) (Petřín),2
Coleoptera (Pinares_de_hinojos) (Pinares_de_hinojos),Malvales (Pinares_de_hinojos) (Pinares_de_hinojos),4
Coleoptera (Popova Šapka) (Popova Šapka),Ranunculales (Popova Šapka) (Popova Šapka),2
Coleoptera (Pouzdřany) (Pouzdřany),Apiales (Pouzdřany) (Pouzdřany),1
Coleoptera (Puntiro) (Puntiro),Apiales (Puntiro) (Puntiro),32
Coleoptera (Puntiro) (Puntiro),Asparagales (Puntiro) (Puntiro),39
Coleoptera (Puntiro) (Puntiro),Asterales (Puntiro) (Puntiro),57
Coleoptera (Puntiro) (Puntiro),Fabales (Puntiro) (Puntiro),1
Coleoptera (Puntiro) (Puntiro),Lamiales (Puntiro) (Puntiro),2
Coleoptera (Puntiro) (Puntiro),Malpighiales (Puntiro) (Puntiro),1
Coleoptera (Puntiro) (Puntiro),Malvales (Puntiro) (Puntiro),149
Coleoptera (Retzbach) (Retzbach),Asterales (Retzbach) (Retzbach),18
Coleoptera (Retzbach) (Retzbach),Rosales (Retzbach) (Retzbach),30
Coleoptera (Ruda) (Ruda),Ranunculales (Ruda) (Ruda),1
Coleoptera (SaRitxola) (SaRitxola),Apiales (SaRitxola) (SaRitxola),160
Coleoptera (SaRitxola) (SaRitxola),Asparagales (SaRitxola) (SaRitxola),12
Coleoptera (SaRitxola) (SaRitxola),Asterales (SaRitxola) (SaRitxola),31
Coleoptera (SaRitxola) (SaRitxola),Dipsacales (SaRitxola) (SaRitxola),1
Coleoptera (SaRitxola) (SaRitxola),Fabales (SaRitxola) (SaRitxola),2
Coleoptera (SaRitxola) (SaRitxola),Gentianales (SaRitxola) (SaRitxola),2
Coleoptera (SaRitxola) (SaRitxola),Malpighiales (SaRitxola) (SaRitxola),1
Coleoptera (SaRitxola) (SaRitxola),Malvales (SaRitxola) (SaRitxola),79
Coleoptera (SaRitxola) (SaRitxola),Sapindales (SaRitxola) (SaRitxola),1
Coleoptera (SaRitxola) (SaRitxola),Solanales (SaRitxola) (SaRitxola),5
Coleoptera (Santorini) (Santorini),Asparagales (Santorini) (Santorini),1
Coleoptera (Santorini) (Santorini),Asterales (Santorini) (Santorini),355
Coleoptera (Santorini) (Santorini),Boraginales (Santorini) (Santorini),156
Coleoptera (Santorini) (Santorini),Ranunculales (Santorini) (Santorini),18
Coleoptera (Scania) (Scania),Apiales (Scania) (Scania),4
Coleoptera (Scania) (Scania),Asterales (Scania) (Scania),352
Coleoptera (Scania) (Scania),Brassicales (Scania) (Scania),4
Coleoptera (Scania) (Scania),Caryophyllales (Scania) (Scania),14
Coleoptera (Scania) (Scania),Dipsacales (Scania) (Scania),24
Coleoptera (Scania) (Scania),Fabales (Scania) (Scania),15
Coleoptera (Scania) (Scania),Gentianales (Scania) (Scania),16
Coleoptera (Scania) (Scania),Lamiales (Scania) (Scania),5
Coleoptera (Scania) (Scania),Malpighiales (Scania) (Scania),2
Coleoptera (Scania) (Scania),Ranunculales (Scania) (Scania),51
Coleoptera (Scania) (Scania),Rosales (Scania) (Scania),50
Coleoptera (Scania) (Scania),Saxifragales (Scania) (Scania),16
Coleoptera (Serifos) (Serifos),Apiales (Serifos) (Serifos),3
Coleoptera (Serifos) (Serifos),Asparagales (Serifos) (Serifos),5
Coleoptera (Serifos) (Serifos),Asterales (Serifos) (Serifos),54
Coleoptera (Serifos) (Serifos),Malvales (Serifos) (Serifos),34
Coleoptera (Sierra de Guadarrama) (Sierra de Guadarrama),Asterales (Sierra de Guadarrama) (Sierra de Guadarrama),86
Coleoptera (Sierra de Guadarrama) (Sierra de Guadarrama),Brassicales (Sierra de Guadarrama) (Sierra de Guadarrama),1
Coleoptera (Sierra de Guadarrama) (Sierra de Guadarrama),Caryophyllales (Sierra de Guadarrama) (Sierra de Guadarrama),14
Coleoptera (Sierra de Guadarrama) (Sierra de Guadarrama),Fabales (Sierra de Guadarrama) (Sierra de Guadarrama),98
Coleoptera (Sierra de Guadarrama) (Sierra de Guadarrama),Lamiales (Sierra de Guadarrama) (Sierra de Guadarrama),1
Coleoptera (Sierra de Guadarrama) (Sierra de Guadarrama),Liliales (Sierra de Guadarrama) (Sierra de Guadarrama),1
Coleoptera (Skov_Olesen_2004) (Skov_Olesen_2004),Asterales (Skov_Olesen_2004) (Skov_Olesen_2004),59
Coleoptera (Skov_Olesen_2004) (Skov_Olesen_2004),Ericales (Skov_Olesen_2004) (Skov_Olesen_2004),4
Coleoptera (Skov_Olesen_2004) (Skov_Olesen_2004),Fabales (Skov_Olesen_2004) (Skov_Olesen_2004),5
Coleoptera (Skov_Olesen_2004) (Skov_Olesen_2004),Gentianales (Skov_Olesen_2004) (Skov_Olesen_2004),2
Coleoptera (Skov_Olesen_2004) (Skov_Olesen_2004),Malpighiales (Skov_Olesen_2004) (Skov_Olesen_2004),6
Coleoptera (Skov_Olesen_2004) (Skov_Olesen_2004),Rosales (Skov_Olesen_2004) (Skov_Olesen_2004),8
Coleoptera (SonBaco) (SonBaco),Asparagales (SonBaco) (SonBaco),64
Coleoptera (SonBaco) (SonBaco),Asterales (SonBaco) (SonBaco),1
Coleoptera (SonBaco) (SonBaco),Gentianales (SonBaco) (SonBaco),1
Coleoptera (SonBaco) (SonBaco),Lamiales (SonBaco) (SonBaco),1
Coleoptera (SonBaco) (SonBaco),Malvales (SonBaco) (SonBaco),59
Coleoptera (SonDoblons) (SonDoblons),Apiales (SonDoblons) (SonDoblons),32
Coleoptera (SonDoblons) (SonDoblons),Asparagales (SonDoblons) (SonDoblons),18
Coleoptera (SonDoblons) (SonDoblons),Asterales (SonDoblons) (SonDoblons),3
Coleoptera (SonDoblons) (SonDoblons),Gentianales (SonDoblons) (SonDoblons),1
Coleoptera (SonDoblons) (SonDoblons),Malpighiales (SonDoblons) (SonDoblons),1
Coleoptera (SonDoblons) (SonDoblons),Malvales (SonDoblons) (SonDoblons),147
Coleoptera (SonForteza) (SonForteza),Apiales (SonForteza) (SonForteza),38
Coleoptera (SonForteza) (SonForteza),Asparagales (SonForteza) (SonForteza),31
Coleoptera (SonForteza) (SonForteza),Asterales (SonForteza) (SonForteza),137
Coleoptera (SonForteza) (SonForteza),Brassicales (SonForteza) (SonForteza),1
Coleoptera (SonForteza) (SonForteza),Dipsacales (SonForteza) (SonForteza),8
Coleoptera (SonForteza) (SonForteza),Fabales (SonForteza) (SonForteza),16
Coleoptera (SonForteza) (SonForteza),Lamiales (SonForteza) (SonForteza),3
Coleoptera (SonForteza) (SonForteza),Sapindales (SonForteza) (SonForteza),2
Coleoptera (SonForteza) (SonForteza),Solanales (SonForteza) (SonForteza),2
Coleoptera (SonGinard) (SonGinard),Apiales (SonGinard) (SonGinard),17
Coleoptera (SonGinard) (SonGinard),Asparagales (SonGinard) (SonGinard),60
Coleoptera (SonGinard) (SonGinard),Asterales (SonGinard) (SonGinard),282
Coleoptera (SonGinard) (SonGinard),Boraginales (SonGinard) (SonGinard),1
Coleoptera (SonGinard) (SonGinard),Gentianales (SonGinard) (SonGinard),2
Coleoptera (SonGinard) (SonGinard),Lamiales (SonGinard) (SonGinard),1
Coleoptera (SonGinard) (SonGinard),Malvales (SonGinard) (SonGinard),58
Coleoptera (SonGinard) (SonGinard),Oxalidales (SonGinard) (SonGinard),1
Coleoptera (SonGinard) (SonGinard),Ranunculales (SonGinard) (SonGinard),1
Coleoptera (SonGinard) (SonGinard),Solanales (SonGinard) (SonGinard),4
Coleoptera (SonGual) (SonGual),Apiales (SonGual) (SonGual),1
Coleoptera (SonGual) (SonGual),Asparagales (SonGual) (SonGual),7
Coleoptera (SonGual) (SonGual),Asterales (SonGual) (SonGual),7
Coleoptera (SonGual) (SonGual),Lamiales (SonGual) (SonGual),2
Coleoptera (SonGual) (SonGual),Malvales (SonGual) (SonGual),114
Coleoptera (SonMutNou) (SonMutNou),Apiales (SonMutNou) (SonMutNou),1
Coleoptera (SonMutNou) (SonMutNou),Asparagales (SonMutNou) (SonMutNou),43
Coleoptera (SonMutNou) (SonMutNou),Asterales (SonMutNou) (SonMutNou),2
Coleoptera (SonMutNou) (SonMutNou),Lamiales (SonMutNou) (SonMutNou),1
Coleoptera (SonMutNou) (SonMutNou),Malvales (SonMutNou) (SonMutNou),72
Coleoptera (SonSali) (SonSali),Asparagales (SonSali) (SonSali),36
Coleoptera (SonSali) (SonSali),Asterales (SonSali) (SonSali),2
Coleoptera (SonSali) (SonSali),Lamiales (SonSali) (SonSali),3
Coleoptera (SonSali) (SonSali),Malvales (SonSali) (SonSali),92
Coleoptera (SonSali) (SonSali),Ranunculales (SonSali) (SonSali),1
Coleoptera (Sopotnica) (Sopotnica),Rosales (Sopotnica) (Sopotnica),7
Coleoptera (UIB) (UIB),Apiales (UIB) (UIB),51
Coleoptera (UIB) (UIB),Asparagales (UIB) (UIB),113
Coleoptera (UIB) (UIB),Asterales (UIB) (UIB),289
Coleoptera (UIB) (UIB),Dipsacales (UIB) (UIB),7
Coleoptera (UIB) (UIB),Fabales (UIB) (UIB),1
Coleoptera (UIB) (UIB),Malpighiales (UIB) (UIB),56
Coleoptera (UIB) (UIB),Malvales (UIB) (UIB),45
Coleoptera (UIB) (UIB),Solanales (UIB) (UIB),1
Coleoptera (Vale de Prazeres) (Vale de Prazeres),Asterales (Vale de Prazeres) (Vale de Prazeres),362
Coleoptera (Vale de Prazeres) (Vale de Prazeres),Boraginales (Vale de Prazeres) (Vale de Prazeres),6
Coleoptera (Vale de Prazeres) (Vale de Prazeres),Brassicales (Vale de Prazeres) (Vale de Prazeres),39
Coleoptera (Vale de Prazeres) (Vale de Prazeres),Fabales (Vale de Prazeres) (Vale de Prazeres),4
Coleoptera (Vale de Prazeres) (Vale de Prazeres),Lamiales (Vale de Prazeres) (Vale de Prazeres),2
Coleoptera (Vale de Prazeres) (Vale de Prazeres),Malvales (Vale de Prazeres) (Vale de Prazeres),122
Coleoptera (Villamanrique_este) (Villamanrique_este),Malvales (Villamanrique_este) (Villamanrique_este),6
Coleoptera (Villamanrique_sur) (Villamanrique_sur),Asterales (Villamanrique_sur) (Villamanrique_sur),3
Coleoptera (kemp) (kemp),Asterales (kemp) (kemp),6
Coleoptera (kemp) (kemp),Fabales (kemp) (kemp),2
Coleoptera (kopec u Cheremysivka) (kopec u Cheremysivka),Asterales (kopec u Cheremysivka) (kopec u Cheremysivka),1
Coleoptera (sHeretat) (sHeretat),Apiales (sHeretat) (sHeretat),78
Coleoptera (sHeretat) (sHeretat),Asparagales (sHeretat) (sHeretat),23
Coleoptera (sHeretat) (sHeretat),Asterales (sHeretat) (sHeretat),214
Coleoptera (sHeretat) (sHeretat),Brassicales (sHeretat) (sHeretat),1
